store_id,state,zip_code
"https://www.homedepot.com/l/West-Chester/OH/West-Chester/45069/3823",OH,45069
"https://www.homedepot.com/l/Traverse-City/MI/Traverse-City/49684/2726",MI,49684
"https://www.homedepot.com/l/Clarksville-TN/TN/Clarksville/37040/726",TN,37040
"https://www.homedepot.com/l/Brooklyn-NY/NY/Brooklyn/11232/1225",NY,11232
"https://www.homedepot.com/l/Oak-Cliff/TX/Dallas/75211/6816",TX,75211
"https://www.homedepot.com/l/W-Sacramento/CA/West-Sacramento/95605/1846",CA,95605
